assignment_id,assignment_name,subject,class_id,class_name,teacher_id,teacher_name,student_id,student_name,due_date,planning_level,monitoring_level,evaluation_level,evidence
A029,Assignment 1,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S10,Student J,2026-08-01,Not Observed,Not Observed,Emerging,Student J showed not observed planning behaviour on assignment 1.
A030,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S01,Student A,2026-08-15,Emerging,Proficient,Not Observed,Student A showed emerging planning behaviour on assignment 2.
A030,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S02,Student B,2026-08-15,Not Observed,Accomplished,Emerging,Student B showed not observed planning behaviour on assignment 2.
A030,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S03,Student C,2026-08-15,Not Observed,Accomplished,Not Observed,Student C showed not observed planning behaviour on assignment 2.
A030,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S04,Student D,2026-08-15,Emerging,Not Observed,Not Observed,Student D showed emerging planning behaviour on assignment 2.
A030,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S05,Student E,2026-08-15,Not Observed,Proficient,Accomplished,Student E showed not observed planning behaviour on assignment 2.
A030,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S06,Student F,2026-08-15,Proficient,Not Observed,Emerging,Student F showed proficient planning behaviour on assignment 2.
A030,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S07,Student G,2026-08-15,Emerging,Emerging,Proficient,Student G showed emerging planning behaviour on assignment 2.
A030,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S08,Student H,2026-08-15,Emerging,Not Observed,Accomplished,Student H showed emerging planning behaviour on assignment 2.
A030,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S09,Student I,2026-08-15,Not Observed,Emerging,Emerging,Student I showed not observed planning behaviour on assignment 2.
A030,Assignment 2,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S10,Student J,2026-08-15,Not Observed,Emerging,Emerging,Student J showed not observed planning behaviour on assignment 2.
A031,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S01,Student A,2026-08-29,Accomplished,Emerging,Accomplished,Student A showed accomplished planning behaviour on assignment 3.
A031,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S02,Student B,2026-08-29,Proficient,Not Observed,Proficient,Student B showed proficient planning behaviour on assignment 3.
A031,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S03,Student C,2026-08-29,Proficient,Proficient,Not Observed,Student C showed proficient planning behaviour on assignment 3.
A031,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S04,Student D,2026-08-29,Proficient,Emerging,Accomplished,Student D showed proficient planning behaviour on assignment 3.
A031,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S05,Student E,2026-08-29,Emerging,Accomplished,Proficient,Student E showed emerging planning behaviour on assignment 3.
A031,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S06,Student F,2026-08-29,Emerging,Proficient,Proficient,Student F showed emerging planning behaviour on assignment 3.
A031,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S07,Student G,2026-08-29,Proficient,Proficient,Proficient,Student G showed proficient planning behaviour on assignment 3.
A031,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S08,Student H,2026-08-29,Accomplished,Proficient,Accomplished,Student H showed accomplished planning behaviour on assignment 3.
A031,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S09,Student I,2026-08-29,Proficient,Emerging,Emerging,Student I showed proficient planning behaviour on assignment 3.
A031,Assignment 3,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S10,Student J,2026-08-29,Proficient,Proficient,Not Observed,Student J showed proficient planning behaviour on assignment 3.
A032,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S01,Student A,2026-09-12,Emerging,Accomplished,Not Observed,Student A showed emerging planning behaviour on assignment 4.
A032,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S02,Student B,2026-09-12,Not Observed,Proficient,Accomplished,Student B showed not observed planning behaviour on assignment 4.
A032,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S03,Student C,2026-09-12,Proficient,Accomplished,Accomplished,Student C showed proficient planning behaviour on assignment 4.
A032,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S04,Student D,2026-09-12,Emerging,Accomplished,Proficient,Student D showed emerging planning behaviour on assignment 4.
A032,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S05,Student E,2026-09-12,Accomplished,Accomplished,Emerging,Student E showed accomplished planning behaviour on assignment 4.
A032,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S06,Student F,2026-09-12,Not Observed,Accomplished,Not Observed,Student F showed not observed planning behaviour on assignment 4.
A032,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S07,Student G,2026-09-12,Accomplished,Accomplished,Accomplished,Student G showed accomplished planning behaviour on assignment 4.
A032,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S08,Student H,2026-09-12,Accomplished,Accomplished,Accomplished,Student H showed accomplished planning behaviour on assignment 4.
A032,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S09,Student I,2026-09-12,Emerging,Accomplished,Not Observed,Student I showed emerging planning behaviour on assignment 4.
A032,Assignment 4,Secondary 3 Physics,C3B,Class 3B,T2,Mr. Rahman,S10,Student J,2026-09-12,Proficient,Emerging,Proficient,Student J showed proficient planning behaviour on assignment 4.
A033,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S01,Student A,2026-08-01,Emerging,Emerging,Proficient,Student A showed emerging planning behaviour on assignment 1.
A033,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S02,Student B,2026-08-01,Accomplished,Not Observed,Not Observed,Student B showed accomplished planning behaviour on assignment 1.
A033,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S03,Student C,2026-08-01,Not Observed,Proficient,Emerging,Student C showed not observed planning behaviour on assignment 1.
A033,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S04,Student D,2026-08-01,Accomplished,Not Observed,Not Observed,Student D showed accomplished planning behaviour on assignment 1.
A033,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S05,Student E,2026-08-01,Proficient,Accomplished,Not Observed,Student E showed proficient planning behaviour on assignment 1.
A033,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S06,Student F,2026-08-01,Emerging,Not Observed,Accomplished,Student F showed emerging planning behaviour on assignment 1.
A033,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S07,Student G,2026-08-01,Not Observed,Emerging,Not Observed,Student G showed not observed planning behaviour on assignment 1.
A033,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S08,Student H,2026-08-01,Proficient,Not Observed,Emerging,Student H showed proficient planning behaviour on assignment 1.
A033,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S09,Student I,2026-08-01,Emerging,Proficient,Accomplished,Student I showed emerging planning behaviour on assignment 1.
A033,Assignment 1,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S10,Student J,2026-08-01,Emerging,Proficient,Not Observed,Student J showed emerging planning behaviour on assignment 1.
A034,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S01,Student A,2026-08-15,Emerging,Not Observed,Emerging,Student A showed emerging planning behaviour on assignment 2.
A034,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S02,Student B,2026-08-15,Emerging,Accomplished,Not Observed,Student B showed emerging planning behaviour on assignment 2.
A034,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S03,Student C,2026-08-15,Emerging,Emerging,Accomplished,Student C showed emerging planning behaviour on assignment 2.
A034,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S04,Student D,2026-08-15,Accomplished,Not Observed,Proficient,Student D showed accomplished planning behaviour on assignment 2.
A034,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S05,Student E,2026-08-15,Emerging,Accomplished,Emerging,Student E showed emerging planning behaviour on assignment 2.
A034,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S06,Student F,2026-08-15,Emerging,Not Observed,Not Observed,Student F showed emerging planning behaviour on assignment 2.
A034,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S07,Student G,2026-08-15,Accomplished,Emerging,Proficient,Student G showed accomplished planning behaviour on assignment 2.
A034,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S08,Student H,2026-08-15,Proficient,Emerging,Not Observed,Student H showed proficient planning behaviour on assignment 2.
A034,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S09,Student I,2026-08-15,Proficient,Not Observed,Not Observed,Student I showed proficient planning behaviour on assignment 2.
A034,Assignment 2,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S10,Student J,2026-08-15,Emerging,Not Observed,Proficient,Student J showed emerging planning behaviour on assignment 2.
A035,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S01,Student A,2026-08-29,Not Observed,Not Observed,Accomplished,Student A showed not observed planning behaviour on assignment 3.
A035,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S02,Student B,2026-08-29,Emerging,Not Observed,Accomplished,Student B showed emerging planning behaviour on assignment 3.
A035,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S03,Student C,2026-08-29,Not Observed,Accomplished,Not Observed,Student C showed not observed planning behaviour on assignment 3.
A035,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S04,Student D,2026-08-29,Not Observed,Not Observed,Not Observed,Student D showed not observed planning behaviour on assignment 3.
A035,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S05,Student E,2026-08-29,Proficient,Not Observed,Not Observed,Student E showed proficient planning behaviour on assignment 3.
A035,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S06,Student F,2026-08-29,Accomplished,Not Observed,Emerging,Student F showed accomplished planning behaviour on assignment 3.
A035,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S07,Student G,2026-08-29,Not Observed,Not Observed,Proficient,Student G showed not observed planning behaviour on assignment 3.
A035,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S08,Student H,2026-08-29,Emerging,Proficient,Emerging,Student H showed emerging planning behaviour on assignment 3.
A035,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S09,Student I,2026-08-29,Proficient,Emerging,Not Observed,Student I showed proficient planning behaviour on assignment 3.
A035,Assignment 3,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S10,Student J,2026-08-29,Emerging,Accomplished,Not Observed,Student J showed emerging planning behaviour on assignment 3.
A036,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S01,Student A,2026-09-12,Accomplished,Accomplished,Proficient,Student A showed accomplished planning behaviour on assignment 4.
A036,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S02,Student B,2026-09-12,Emerging,Accomplished,Not Observed,Student B showed emerging planning behaviour on assignment 4.
A036,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S03,Student C,2026-09-12,Proficient,Emerging,Proficient,Student C showed proficient planning behaviour on assignment 4.
A036,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S04,Student D,2026-09-12,Proficient,Accomplished,Not Observed,Student D showed proficient planning behaviour on assignment 4.
A036,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S05,Student E,2026-09-12,Not Observed,Proficient,Not Observed,Student E showed not observed planning behaviour on assignment 4.
A036,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S06,Student F,2026-09-12,Emerging,Proficient,Proficient,Student F showed emerging planning behaviour on assignment 4.
A036,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S07,Student G,2026-09-12,Emerging,Accomplished,Proficient,Student G showed emerging planning behaviour on assignment 4.
A036,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S08,Student H,2026-09-12,Emerging,Proficient,Not Observed,Student H showed emerging planning behaviour on assignment 4.
A036,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S09,Student I,2026-09-12,Proficient,Accomplished,Proficient,Student I showed proficient planning behaviour on assignment 4.
A036,Assignment 4,Secondary 3 Physics,C4A,Class 4A,T2,Mr. Rahman,S10,Student J,2026-09-12,Accomplished,Accomplished,Not Observed,Student J showed accomplished planning behaviour on assignment 4.
A037,Assignment 1,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S01,Student A,2026-08-01,Emerging,Not Observed,Not Observed,Student A showed emerging planning behaviour on assignment 1.
A037,Assignment 1,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S02,Student B,2026-08-01,Emerging,Emerging,Not Observed,Student B showed emerging planning behaviour on assignment 1.
A037,Assignment 1,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S03,Student C,2026-08-01,Emerging,Emerging,Not Observed,Student C showed emerging planning behaviour on assignment 1.
A037,Assignment 1,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S04,Student D,2026-08-01,Not Observed,Accomplished,Not Observed,Student D showed not observed planning behaviour on assignment 1.
A037,Assignment 1,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S05,Student E,2026-08-01,Proficient,Not Observed,Not Observed,Student E showed proficient planning behaviour on assignment 1.
A037,Assignment 1,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S06,Student F,2026-08-01,Proficient,Proficient,Emerging,Student F showed proficient planning behaviour on assignment 1.
A037,Assignment 1,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S07,Student G,2026-08-01,Emerging,Emerging,Not Observed,Student G showed emerging planning behaviour on assignment 1.
A037,Assignment 1,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S08,Student H,2026-08-01,Not Observed,Not Observed,Emerging,Student H showed not observed planning behaviour on assignment 1.
A037,Assignment 1,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S09,Student I,2026-08-01,Proficient,Proficient,Proficient,Student I showed proficient planning behaviour on assignment 1.
A037,Assignment 1,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S10,Student J,2026-08-01,Accomplished,Emerging,Not Observed,Student J showed accomplished planning behaviour on assignment 1.
A038,Assignment 2,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S01,Student A,2026-08-15,Emerging,Not Observed,Proficient,Student A showed emerging planning behaviour on assignment 2.
A038,Assignment 2,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S02,Student B,2026-08-15,Not Observed,Not Observed,Accomplished,Student B showed not observed planning behaviour on assignment 2.
A038,Assignment 2,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S03,Student C,2026-08-15,Emerging,Proficient,Emerging,Student C showed emerging planning behaviour on assignment 2.
A038,Assignment 2,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S04,Student D,2026-08-15,Proficient,Accomplished,Accomplished,Student D showed proficient planning behaviour on assignment 2.
A038,Assignment 2,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S05,Student E,2026-08-15,Proficient,Emerging,Proficient,Student E showed proficient planning behaviour on assignment 2.
A038,Assignment 2,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S06,Student F,2026-08-15,Not Observed,Accomplished,Proficient,Student F showed not observed planning behaviour on assignment 2.
A038,Assignment 2,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S07,Student G,2026-08-15,Not Observed,Not Observed,Proficient,Student G showed not observed planning behaviour on assignment 2.
A038,Assignment 2,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S08,Student H,2026-08-15,Not Observed,Not Observed,Not Observed,Student H showed not observed planning behaviour on assignment 2.
A038,Assignment 2,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S09,Student I,2026-08-15,Accomplished,Emerging,Emerging,Student I showed accomplished planning behaviour on assignment 2.
A038,Assignment 2,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S10,Student J,2026-08-15,Not Observed,Proficient,Not Observed,Student J showed not observed planning behaviour on assignment 2.
A039,Assignment 3,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S01,Student A,2026-08-29,Proficient,Not Observed,Emerging,Student A showed proficient planning behaviour on assignment 3.
A039,Assignment 3,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S02,Student B,2026-08-29,Emerging,Emerging,Proficient,Student B showed emerging planning behaviour on assignment 3.
A039,Assignment 3,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S03,Student C,2026-08-29,Proficient,Proficient,Not Observed,Student C showed proficient planning behaviour on assignment 3.
A039,Assignment 3,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S04,Student D,2026-08-29,Not Observed,Not Observed,Proficient,Student D showed not observed planning behaviour on assignment 3.
A039,Assignment 3,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S05,Student E,2026-08-29,Proficient,Not Observed,Proficient,Student E showed proficient planning behaviour on assignment 3.
A039,Assignment 3,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S06,Student F,2026-08-29,Emerging,Emerging,Not Observed,Student F showed emerging planning behaviour on assignment 3.
A039,Assignment 3,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S07,Student G,2026-08-29,Proficient,Not Observed,Emerging,Student G showed proficient planning behaviour on assignment 3.
A039,Assignment 3,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S08,Student H,2026-08-29,Emerging,Proficient,Emerging,Student H showed emerging planning behaviour on assignment 3.
A039,Assignment 3,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S09,Student I,2026-08-29,Proficient,Not Observed,Emerging,Student I showed proficient planning behaviour on assignment 3.
A039,Assignment 3,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S10,Student J,2026-08-29,Proficient,Not Observed,Emerging,Student J showed proficient planning behaviour on assignment 3.
A040,Assignment 4,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S01,Student A,2026-09-12,Not Observed,Not Observed,Emerging,Student A showed not observed planning behaviour on assignment 4.
A040,Assignment 4,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S02,Student B,2026-09-12,Emerging,Not Observed,Accomplished,Student B showed emerging planning behaviour on assignment 4.
A040,Assignment 4,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S03,Student C,2026-09-12,Not Observed,Emerging,Proficient,Student C showed not observed planning behaviour on assignment 4.
A040,Assignment 4,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S04,Student D,2026-09-12,Proficient,Accomplished,Accomplished,Student D showed proficient planning behaviour on assignment 4.
A040,Assignment 4,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S05,Student E,2026-09-12,Not Observed,Accomplished,Not Observed,Student E showed not observed planning behaviour on assignment 4.
A040,Assignment 4,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S06,Student F,2026-09-12,Not Observed,Accomplished,Accomplished,Student F showed not observed planning behaviour on assignment 4.
A040,Assignment 4,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S07,Student G,2026-09-12,Proficient,Proficient,Proficient,Student G showed proficient planning behaviour on assignment 4.
A040,Assignment 4,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S08,Student H,2026-09-12,Emerging,Not Observed,Not Observed,Student H showed emerging planning behaviour on assignment 4.
A040,Assignment 4,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S09,Student I,2026-09-12,Emerging,Accomplished,Proficient,Student I showed emerging planning behaviour on assignment 4.
A040,Assignment 4,Secondary 4 Physics,C3A,Class 3A,T2,Mr. Rahman,S10,Student J,2026-09-12,Accomplished,Accomplished,Not Observed,Student J showed accomplished planning behaviour on assignment 4.
A041,Assignment 1,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S01,Student A,2026-08-01,Proficient,Not Observed,Emerging,Student A showed proficient planning behaviour on assignment 1.
A041,Assignment 1,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S02,Student B,2026-08-01,Emerging,Not Observed,Not Observed,Student B showed emerging planning behaviour on assignment 1.
A041,Assignment 1,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S03,Student C,2026-08-01,Not Observed,Not Observed,Not Observed,Student C showed not observed planning behaviour on assignment 1.
A041,Assignment 1,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S04,Student D,2026-08-01,Emerging,Not Observed,Emerging,Student D showed emerging planning behaviour on assignment 1.
A041,Assignment 1,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S05,Student E,2026-08-01,Accomplished,Not Observed,Proficient,Student E showed accomplished planning behaviour on assignment 1.
A041,Assignment 1,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S06,Student F,2026-08-01,Proficient,Proficient,Not Observed,Student F showed proficient planning behaviour on assignment 1.
A041,Assignment 1,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S07,Student G,2026-08-01,Not Observed,Not Observed,Emerging,Student G showed not observed planning behaviour on assignment 1.
A041,Assignment 1,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S08,Student H,2026-08-01,Proficient,Emerging,Not Observed,Student H showed proficient planning behaviour on assignment 1.
A041,Assignment 1,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S09,Student I,2026-08-01,Proficient,Emerging,Proficient,Student I showed proficient planning behaviour on assignment 1.
A041,Assignment 1,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S10,Student J,2026-08-01,Proficient,Emerging,Accomplished,Student J showed proficient planning behaviour on assignment 1.
A042,Assignment 2,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S01,Student A,2026-08-15,Emerging,Proficient,Proficient,Student A showed emerging planning behaviour on assignment 2.
A042,Assignment 2,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S02,Student B,2026-08-15,Accomplished,Proficient,Not Observed,Student B showed accomplished planning behaviour on assignment 2.
A042,Assignment 2,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S03,Student C,2026-08-15,Not Observed,Emerging,Not Observed,Student C showed not observed planning behaviour on assignment 2.
A042,Assignment 2,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S04,Student D,2026-08-15,Not Observed,Not Observed,Emerging,Student D showed not observed planning behaviour on assignment 2.
A042,Assignment 2,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S05,Student E,2026-08-15,Not Observed,Emerging,Not Observed,Student E showed not observed planning behaviour on assignment 2.
A042,Assignment 2,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S06,Student F,2026-08-15,Proficient,Not Observed,Accomplished,Student F showed proficient planning behaviour on assignment 2.
A042,Assignment 2,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S07,Student G,2026-08-15,Accomplished,Emerging,Emerging,Student G showed accomplished planning behaviour on assignment 2.
A042,Assignment 2,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S08,Student H,2026-08-15,Emerging,Emerging,Proficient,Student H showed emerging planning behaviour on assignment 2.
A042,Assignment 2,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S09,Student I,2026-08-15,Accomplished,Emerging,Proficient,Student I showed accomplished planning behaviour on assignment 2.
A042,Assignment 2,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S10,Student J,2026-08-15,Proficient,Not Observed,Emerging,Student J showed proficient planning behaviour on assignment 2.
A043,Assignment 3,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S01,Student A,2026-08-29,Not Observed,Not Observed,Not Observed,Student A showed not observed planning behaviour on assignment 3.
A043,Assignment 3,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S02,Student B,2026-08-29,Accomplished,Emerging,Proficient,Student B showed accomplished planning behaviour on assignment 3.
A043,Assignment 3,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S03,Student C,2026-08-29,Emerging,Not Observed,Not Observed,Student C showed emerging planning behaviour on assignment 3.
A043,Assignment 3,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S04,Student D,2026-08-29,Emerging,Emerging,Emerging,Student D showed emerging planning behaviour on assignment 3.
A043,Assignment 3,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S05,Student E,2026-08-29,Not Observed,Emerging,Emerging,Student E showed not observed planning behaviour on assignment 3.
A043,Assignment 3,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S06,Student F,2026-08-29,Emerging,Emerging,Proficient,Student F showed emerging planning behaviour on assignment 3.
A043,Assignment 3,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S07,Student G,2026-08-29,Accomplished,Proficient,Not Observed,Student G showed accomplished planning behaviour on assignment 3.
A043,Assignment 3,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S08,Student H,2026-08-29,Not Observed,Proficient,Emerging,Student H showed not observed planning behaviour on assignment 3.
A043,Assignment 3,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S09,Student I,2026-08-29,Proficient,Proficient,Accomplished,Student I showed proficient planning behaviour on assignment 3.
A043,Assignment 3,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S10,Student J,2026-08-29,Accomplished,Emerging,Proficient,Student J showed accomplished planning behaviour on assignment 3.
A044,Assignment 4,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S01,Student A,2026-09-12,Not Observed,Emerging,Accomplished,Student A showed not observed planning behaviour on assignment 4.
A044,Assignment 4,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S02,Student B,2026-09-12,Proficient,Emerging,Proficient,Student B showed proficient planning behaviour on assignment 4.
A044,Assignment 4,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S03,Student C,2026-09-12,Accomplished,Emerging,Emerging,Student C showed accomplished planning behaviour on assignment 4.
A044,Assignment 4,Secondary 4 Physics,C3B,Class 3B,T2,Mr. Rahman,S04,Student D,2026-09-12,Accomplished,Accomplished,Proficient,Student D showed accomplished planning behaviour on assignment 4.
